Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (GO)	Gene ontology (molecular function)	Gene ontology IDs	Gene names  (ordered locus )
A0A0M0J6P3	A0A0M0J6P3_9EUKA	unreviewed	Tropomodulin 1	Ctob_005021	Chrysochromulina tobinii	552						
A0A0M0K3Z9	A0A0M0K3Z9_9EUKA	unreviewed	Uncharacterized protein	Ctob_009525	Chrysochromulina tobinii	90						
A0A0M0KAY7	A0A0M0KAY7_9EUKA	unreviewed	Histone acetyltransferase	Ctob_016265	Chrysochromulina tobinii	138	regulation of transcription, DNA-templated [GO:0006355]		histone acetyltransferase activity [GO:0004402]; regulation of transcription, DNA-templated [GO:0006355]	histone acetyltransferase activity [GO:0004402]	GO:0004402; GO:0006355	
A0A0M0J6V2	A0A0M0J6V2_9EUKA	unreviewed	Anoctamin-like protein	Ctob_008249	Chrysochromulina tobinii	947		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
A0A0M0J7F9	A0A0M0J7F9_9EUKA	unreviewed	Uncharacterized protein	Ctob_000745	Chrysochromulina tobinii	106						
A0A0M0LR95	A0A0M0LR95_9EUKA	unreviewed	Uncharacterized protein	Ctob_013965	Chrysochromulina tobinii	405						
A0A0M0JN75	A0A0M0JN75_9EUKA	unreviewed	Tpr domain containing protein	Ctob_004712	Chrysochromulina tobinii	463						
A0A0M0JR47	A0A0M0JR47_9EUKA	unreviewed	Uncharacterized protein	Ctob_005562	Chrysochromulina tobinii	208						
A0A0M0J5Q4	A0A0M0J5Q4_9EUKA	unreviewed	Ras-GAP domain-containing protein	Ctob_006194	Chrysochromulina tobinii	417	regulation of GTPase activity [GO:0043087]; signal transduction [GO:0007165]		regulation of GTPase activity [GO:0043087]; signal transduction [GO:0007165]		GO:0007165; GO:0043087	
A0A0M0K371	A0A0M0K371_9EUKA	unreviewed	Uncharacterized protein	Ctob_013605	Chrysochromulina tobinii	63						
A0A0M0JIU3	A0A0M0JIU3_9EUKA	unreviewed	Uncharacterized protein	Ctob_009362	Chrysochromulina tobinii	81		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
A0A0M0LPX6	A0A0M0LPX6_9EUKA	unreviewed	Ccr4-not transcription complex subunit 10 isoform 2	Ctob_015045	Chrysochromulina tobinii	709		CCR4-NOT complex [GO:0030014]	CCR4-NOT complex [GO:0030014]		GO:0030014	
A0A0M0JP18	A0A0M0JP18_9EUKA	unreviewed	von willebrand factor type a domain containing protein	Ctob_004658	Chrysochromulina tobinii	343						
A0A0M0JAQ4	A0A0M0JAQ4_9EUKA	unreviewed	Methyltransferase fkbm family	Ctob_003723	Chrysochromulina tobinii	495	methylation [GO:0032259]		methyltransferase activity [GO:0008168]; methylation [GO:0032259]	methyltransferase activity [GO:0008168]	GO:0008168; GO:0032259	
A0A0M0J909	A0A0M0J909_9EUKA	unreviewed	Flagellar associated protein	Ctob_010469	Chrysochromulina tobinii	538		motile cilium [GO:0031514]	motile cilium [GO:0031514]		GO:0031514	
A0A0M0KCD0	A0A0M0KCD0_9EUKA	unreviewed	Uncharacterized protein (Fragment)	Ctob_016021	Chrysochromulina tobinii	189						
A0A0M0JED4	A0A0M0JED4_9EUKA	unreviewed	Glutaredoxin	Ctob_006561	Chrysochromulina tobinii	143			glutathione oxidoreductase activity [GO:0097573]; glutathione-disulfide reductase (NADPH) activity [GO:0004362]	glutathione-disulfide reductase (NADPH) activity [GO:0004362]; glutathione oxidoreductase activity [GO:0097573]	GO:0004362; GO:0097573	
A0A0M0JQV2	A0A0M0JQV2_9EUKA	unreviewed	Agc family protein kinase	Ctob_009060	Chrysochromulina tobinii	1197	phosphorelay signal transduction system [GO:0000160]		ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; phosphorelay signal transduction system [GO:0000160]	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	GO:0000160; GO:0004672; GO:0005524	
A0A0M0LPU1	A0A0M0LPU1_9EUKA	unreviewed	ABC family transporter: multidrug	Ctob_014341	Chrysochromulina tobinii	535		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; ATPase-coupled transmembrane transporter activity [GO:0042626]	ATPase-coupled transmembrane transporter activity [GO:0042626]; ATP binding [GO:0005524]	GO:0005524; GO:0016021; GO:0042626	
A0A0M0JS56	A0A0M0JS56_9EUKA	unreviewed	Leucine-rich repeat-containing protein 9	Ctob_008789	Chrysochromulina tobinii	1474						
A0A0M0JKH9	A0A0M0JKH9_9EUKA	unreviewed	EF-hand domain-containing protein	Ctob_008153	Chrysochromulina tobinii	256			calcium ion binding [GO:0005509]	calcium ion binding [GO:0005509]	GO:0005509	
A0A0M0JLX2	A0A0M0JLX2_9EUKA	unreviewed	Uncharacterized protein (Fragment)	Ctob_003330	Chrysochromulina tobinii	655						
A0A0M0JQV6	A0A0M0JQV6_9EUKA	unreviewed	Propionyl-CoA carboxylase carboxyl transferase	Ctob_004591	Chrysochromulina tobinii	538			ligase activity [GO:0016874]; transferase activity [GO:0016740]	ligase activity [GO:0016874]; transferase activity [GO:0016740]	GO:0016740; GO:0016874	
A0A0M0J4E2	A0A0M0J4E2_9EUKA	unreviewed	Voltage-gated ion channel superfamily	Ctob_004046	Chrysochromulina tobinii	701		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]; voltage-gated potassium channel activity [GO:0005249]	voltage-gated potassium channel activity [GO:0005249]	GO:0005249; GO:0016021	
A0A0M0J4I2	A0A0M0J4I2_9EUKA	unreviewed	Uncharacterized protein	Ctob_000507	Chrysochromulina tobinii	67						
A0A0M0JZE3	A0A0M0JZE3_9EUKA	unreviewed	Phosphoglycerate bisphosphoglycerate mutase family protein (Fragment)	Ctob_013390	Chrysochromulina tobinii	192						
A0A0M0JV31	A0A0M0JV31_9EUKA	unreviewed	Wd40 repeat-like protein	Ctob_007855	Chrysochromulina tobinii	1722						
A0A0M0KAS5	A0A0M0KAS5_9EUKA	unreviewed	Amino acid peptide transporter	Ctob_010036	Chrysochromulina tobinii	434	oligopeptide transport [GO:0006857]	integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]; oligopeptide transport [GO:0006857]	transmembrane transporter activity [GO:0022857]	GO:0006857; GO:0016021; GO:0022857	
A0A0M0JX08	A0A0M0JX08_9EUKA	unreviewed	Calmodulin	Ctob_009813	Chrysochromulina tobinii	959			calcium ion binding [GO:0005509]	calcium ion binding [GO:0005509]	GO:0005509	
A0A0M0JGJ0	A0A0M0JGJ0_9EUKA	unreviewed	Peptide chain release factor 1	Ctob_005968	Chrysochromulina tobinii	603	carbohydrate catabolic process [GO:0016052]		carbohydrate binding [GO:0030246]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; translation release factor activity, codon specific [GO:0016149]; carbohydrate catabolic process [GO:0016052]	carbohydrate binding [GO:0030246]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; translation release factor activity, codon specific [GO:0016149]	GO:0004553; GO:0016052; GO:0016149; GO:0030246	
A0A0M0JFM1	A0A0M0JFM1_9EUKA	unreviewed	Heat shock protein	Ctob_000551	Chrysochromulina tobinii	451			ATP binding [GO:0005524]	ATP binding [GO:0005524]	GO:0005524	
A0A0M0JLP9	A0A0M0JLP9_9EUKA	unreviewed	Multidrug resistance protein a	Ctob_003098	Chrysochromulina tobinii	426		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; ATPase-coupled transmembrane transporter activity [GO:0042626]	ATPase-coupled transmembrane transporter activity [GO:0042626]; ATP binding [GO:0005524]	GO:0005524; GO:0016021; GO:0042626	
A0A0M0K4A5	A0A0M0K4A5_9EUKA	unreviewed	Protein fucoxanthin chlorophyll a c protein	Ctob_008171	Chrysochromulina tobinii	238	photosynthesis, light harvesting [GO:0009765]	chloroplast [GO:0009507]; membrane [GO:0016020]	chloroplast [GO:0009507]; membrane [GO:0016020]; photosynthesis, light harvesting [GO:0009765]		GO:0009507; GO:0009765; GO:0016020	
A0A0M0K5L7	A0A0M0K5L7_9EUKA	unreviewed	Udp-n-acetylglucosamine transferase subunit alg14-like protein	Ctob_010086	Chrysochromulina tobinii	173	dolichol-linked oligosaccharide biosynthetic process [GO:0006488]	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; nuclear membrane [GO:0031965]	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; nuclear membrane [GO:0031965]; transferase activity [GO:0016740]; dolichol-linked oligosaccharide biosynthetic process [GO:0006488]	transferase activity [GO:0016740]	GO:0005789; GO:0006488; GO:0016021; GO:0016740; GO:0031965	
A0A0M0JYB7	A0A0M0JYB7_9EUKA	unreviewed	Tetratricopeptide repeat circadian expression	Ctob_013846	Chrysochromulina tobinii	611						
A0A0M0JTH3	A0A0M0JTH3_9EUKA	unreviewed	Trafficking protein particle complex 8 (Fragment)	Ctob_015642	Chrysochromulina tobinii	945						
A0A0M0LR09	A0A0M0LR09_9EUKA	unreviewed	Wd repeat protein	Ctob_014602	Chrysochromulina tobinii	431						
A0A0M0JJ64	A0A0M0JJ64_9EUKA	unreviewed	E1 ubiquitin-activating enzyme (EC 6.2.1.45)	Ctob_002392	Chrysochromulina tobinii	1034			ATP binding [GO:0005524]; ubiquitin activating enzyme activity [GO:0004839]	ATP binding [GO:0005524]; ubiquitin activating enzyme activity [GO:0004839]	GO:0004839; GO:0005524	
A0A0M0JT73	A0A0M0JT73_9EUKA	unreviewed	Uncharacterized protein	Ctob_001694	Chrysochromulina tobinii	120						
A0A0M0JUA9	A0A0M0JUA9_9EUKA	unreviewed	Family pseudouridine synthase	Ctob_004213	Chrysochromulina tobinii	511	pseudouridine synthesis [GO:0001522]		pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]; pseudouridine synthesis [GO:0001522]	pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]	GO:0001522; GO:0003723; GO:0009982	
A0A0M0JRX5	A0A0M0JRX5_9EUKA	unreviewed	Calmodulin	Ctob_011776	Chrysochromulina tobinii	783			calcium ion binding [GO:0005509]	calcium ion binding [GO:0005509]	GO:0005509	
A0A0M0K3B4	A0A0M0K3B4_9EUKA	unreviewed	Helicase-like transcription factor (Fragment)	Ctob_007765	Chrysochromulina tobinii	562			helicase activity [GO:0004386]	helicase activity [GO:0004386]	GO:0004386	
A0A0M0J3R4	A0A0M0J3R4_9EUKA	unreviewed	Uncharacterized protein	Ctob_000100	Chrysochromulina tobinii	571			calcium ion binding [GO:0005509]	calcium ion binding [GO:0005509]	GO:0005509	
A0A075DVT5	A0A075DVT5_9EUKA	unreviewed	Photosystem II reaction center protein I (PSII-I) (PSII 4.8 kDa protein)	psbI ChtoCp_BH2	Chrysochromulina tobinii	38	photosynthesis [GO:0015979]	chloroplast thylakoid membrane [GO:0009535]; integral component of membrane [GO:0016021]; photosystem II reaction center [GO:0009539]	chloroplast thylakoid membrane [GO:0009535]; integral component of membrane [GO:0016021]; photosystem II reaction center [GO:0009539]; photosynthesis [GO:0015979]		GO:0009535; GO:0009539; GO:0015979; GO:0016021	
A0A0M0JEH2	A0A0M0JEH2_9EUKA	unreviewed	Aldo keto reductase	Ctob_003742	Chrysochromulina tobinii	453			D-threo-aldose 1-dehydrogenase activity [GO:0047834]	D-threo-aldose 1-dehydrogenase activity [GO:0047834]	GO:0047834	
A0A0M0JR79	A0A0M0JR79_9EUKA	unreviewed	COP9 signalosome complex subunit 2	Ctob_014997	Chrysochromulina tobinii	416		COP9 signalosome [GO:0008180]; cytoplasm [GO:0005737]	COP9 signalosome [GO:0008180]; cytoplasm [GO:0005737]		GO:0005737; GO:0008180	
A0A0M0JVS3	A0A0M0JVS3_9EUKA	unreviewed	Ef hand family protein	Ctob_013517	Chrysochromulina tobinii	995		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]; calcium ion binding [GO:0005509]	calcium ion binding [GO:0005509]	GO:0005509; GO:0016021	
A0A0M0JUR9	A0A0M0JUR9_9EUKA	unreviewed	Fe2OG dioxygenase domain-containing protein	Ctob_006140	Chrysochromulina tobinii	279			oxidoreductase activity [GO:0016491]	oxidoreductase activity [GO:0016491]	GO:0016491	
A0A0M0LPT9	A0A0M0LPT9_9EUKA	unreviewed	Glycerophosphocholine acyltransferase 1	Ctob_015046	Chrysochromulina tobinii	428	phospholipid biosynthetic process [GO:0008654]	integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]; acyltransferase activity [GO:0016746]; phospholipid biosynthetic process [GO:0008654]	acyltransferase activity [GO:0016746]	GO:0008654; GO:0016021; GO:0016746	
A0A0M0JUC9	A0A0M0JUC9_9EUKA	unreviewed	N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)	Ctob_011729	Chrysochromulina tobinii	464	carbohydrate metabolic process [GO:0005975]; N-acetylglucosamine metabolic process [GO:0006044]		N-acetylgalactosamine-6-phosphate deacetylase activity [GO:0047419]; N-acetylglucosamine-6-phosphate deacetylase activity [GO:0008448]; carbohydrate metabolic process [GO:0005975]; N-acetylglucosamine metabolic process [GO:0006044]	N-acetylgalactosamine-6-phosphate deacetylase activity [GO:0047419]; N-acetylglucosamine-6-phosphate deacetylase activity [GO:0008448]	GO:0005975; GO:0006044; GO:0008448; GO:0047419	
A0A0M0K6N9	A0A0M0K6N9_9EUKA	unreviewed	Ferredoxin--NADP(+) reductase (EC 1.18.1.2)	Ctob_010101	Chrysochromulina tobinii	415			oxidoreductase activity [GO:0016491]	oxidoreductase activity [GO:0016491]	GO:0016491	
A0A0M0JMR7	A0A0M0JMR7_9EUKA	unreviewed	Gelation factor	Ctob_007792	Chrysochromulina tobinii	1695	actin cytoskeleton organization [GO:0030036]		actin filament binding [GO:0051015]; actin cytoskeleton organization [GO:0030036]	actin filament binding [GO:0051015]	GO:0030036; GO:0051015	
A0A0M0JXI1	A0A0M0JXI1_9EUKA	unreviewed	Protein-tyrosine dual specificity domain protein	Ctob_008188	Chrysochromulina tobinii	1358		nucleus [GO:0005634]	nucleus [GO:0005634]; calcium ion binding [GO:0005509]; DNA binding [GO:0003677]	calcium ion binding [GO:0005509]; DNA binding [GO:0003677]	GO:0003677; GO:0005509; GO:0005634	
A0A0M0K9X8	A0A0M0K9X8_9EUKA	unreviewed	Solute carrier family 25 member 45	Ctob_012723	Chrysochromulina tobinii	290		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
A0A0M0K2W6	A0A0M0K2W6_9EUKA	unreviewed	Ankyrin_rpt-contain_dom domain-containing protein (Fragment)	Ctob_016545	Chrysochromulina tobinii	163						
A0A0M0JES4	A0A0M0JES4_9EUKA	unreviewed	Calmodulin-like protein	Ctob_007142	Chrysochromulina tobinii	600			calcium ion binding [GO:0005509]	calcium ion binding [GO:0005509]	GO:0005509	
A0A0M0JTD8	A0A0M0JTD8_9EUKA	unreviewed	Outward-rectifying potassium channel	Ctob_012989	Chrysochromulina tobinii	331		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]; calcium ion binding [GO:0005509]	calcium ion binding [GO:0005509]	GO:0005509; GO:0016021	
A0A0M0JKF4	A0A0M0JKF4_9EUKA	unreviewed	Protein transport protein SEC23	Ctob_004127	Chrysochromulina tobinii	759	COPII-coated vesicle budding [GO:0090114]; intracellular protein transport [GO:0006886]	COPII vesicle coat [GO:0030127]; endoplasmic reticulum membrane [GO:0005789]	COPII vesicle coat [GO:0030127]; endoplasmic reticulum membrane [GO:0005789]; zinc ion binding [GO:0008270]; COPII-coated vesicle budding [GO:0090114]; intracellular protein transport [GO:0006886]	zinc ion binding [GO:0008270]	GO:0005789; GO:0006886; GO:0008270; GO:0030127; GO:0090114	
A0A0M0K2T2	A0A0M0K2T2_9EUKA	unreviewed	Kinesin-like protein kif21b isoform 4	Ctob_005679	Chrysochromulina tobinii	1796	microtubule-based movement [GO:0007018]		ATP binding [GO:0005524]; ATP-dependent microtubule motor activity [GO:1990939]; microtubule binding [GO:0008017]; microtubule-based movement [GO:0007018]	ATP binding [GO:0005524]; ATP-dependent microtubule motor activity [GO:1990939]; microtubule binding [GO:0008017]	GO:0005524; GO:0007018; GO:0008017; GO:1990939	
A0A0M0JJR1	A0A0M0JJR1_9EUKA	unreviewed	Uncharacterized protein	Ctob_012299	Chrysochromulina tobinii	141						
A0A0M0JHI3	A0A0M0JHI3_9EUKA	unreviewed	Small glutamine rich protein with tetratricopeptide	Ctob_011154	Chrysochromulina tobinii	81						
A0A0M0JVU5	A0A0M0JVU5_9EUKA	unreviewed	Diacylglycerol o-acyltransferase	Ctob_010743	Chrysochromulina tobinii	712	triglyceride biosynthetic process [GO:0019432]	integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]; diacylglycerol O-acyltransferase activity [GO:0004144]; triglyceride biosynthetic process [GO:0019432]	diacylglycerol O-acyltransferase activity [GO:0004144]	GO:0004144; GO:0016021; GO:0019432	
A0A0M0K589	A0A0M0K589_9EUKA	unreviewed	Glycosyltransferase family 77 protein	Ctob_015033	Chrysochromulina tobinii	614			transferase activity [GO:0016740]	transferase activity [GO:0016740]	GO:0016740	
A0A0M0JXD6	A0A0M0JXD6_9EUKA	unreviewed	80 kDa mcm3-associated protein	Ctob_002398	Chrysochromulina tobinii	734						
A0A0M0JGF4	A0A0M0JGF4_9EUKA	unreviewed	NADH dehydrogenase	Ctob_009023	Chrysochromulina tobinii	600						
A0A0M0KBI3	A0A0M0KBI3_9EUKA	unreviewed	Uncharacterized protein	Ctob_012897	Chrysochromulina tobinii	238						
A0A0M0K9H5	A0A0M0K9H5_9EUKA	unreviewed	Wd40 repeat-like protein	Ctob_007755	Chrysochromulina tobinii	353						
A0A0M0K0F9	A0A0M0K0F9_9EUKA	unreviewed	Glycosyltransferase family 77 protein	Ctob_011709	Chrysochromulina tobinii	520			glycosyltransferase activity [GO:0016757]	glycosyltransferase activity [GO:0016757]	GO:0016757	
A0A0M0JV07	A0A0M0JV07_9EUKA	unreviewed	Morn repeat-containing protein	Ctob_003812	Chrysochromulina tobinii	677						
A0A0M0LQK3	A0A0M0LQK3_9EUKA	unreviewed	Spindle pole body component (Fragment)	Ctob_015749	Chrysochromulina tobinii	435	microtubule nucleation [GO:0007020]	cytoplasm [GO:0005737]; microtubule [GO:0005874]; microtubule organizing center [GO:0005815]; spindle pole [GO:0000922]	cytoplasm [GO:0005737]; microtubule [GO:0005874]; microtubule organizing center [GO:0005815]; spindle pole [GO:0000922]; gamma-tubulin binding [GO:0043015]; microtubule nucleation [GO:0007020]	gamma-tubulin binding [GO:0043015]	GO:0000922; GO:0005737; GO:0005815; GO:0005874; GO:0007020; GO:0043015	
A0A0M0JR34	A0A0M0JR34_9EUKA	unreviewed	Uncharacterized protein	Ctob_011845	Chrysochromulina tobinii	201						
A0A0M0K0I7	A0A0M0K0I7_9EUKA	unreviewed	Ankyrin_rpt-contain_dom domain-containing protein	Ctob_009876	Chrysochromulina tobinii	284						
A0A0M0JDU2	A0A0M0JDU2_9EUKA	unreviewed	EF-hand domain-containing protein	Ctob_002774	Chrysochromulina tobinii	894		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]; calcium ion binding [GO:0005509]	calcium ion binding [GO:0005509]	GO:0005509; GO:0016021	
A0A0M0K487	A0A0M0K487_9EUKA	unreviewed	Ammonium transporter	Ctob_013819	Chrysochromulina tobinii	470		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]; ammonium transmembrane transporter activity [GO:0008519]	ammonium transmembrane transporter activity [GO:0008519]	GO:0008519; GO:0016021	
A0A0M0K0P0	A0A0M0K0P0_9EUKA	unreviewed	Calmodulin (Fragment)	Ctob_002323	Chrysochromulina tobinii	512			calcium ion binding [GO:0005509]	calcium ion binding [GO:0005509]	GO:0005509	
A0A0M0J454	A0A0M0J454_9EUKA	unreviewed	Uncharacterized protein	Ctob_000494	Chrysochromulina tobinii	748			glycosyltransferase activity [GO:0016757]	glycosyltransferase activity [GO:0016757]	GO:0016757	
A0A0M0JNM1	A0A0M0JNM1_9EUKA	unreviewed	Kinase family protein	Ctob_012274	Chrysochromulina tobinii	875			ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	GO:0004672; GO:0005524	
A0A0M0K9I0	A0A0M0K9I0_9EUKA	unreviewed	Uncharacterized protein	Ctob_011121	Chrysochromulina tobinii	614						
A0A0M0J5Y7	A0A0M0J5Y7_9EUKA	unreviewed	Homeodomain-like domain protein	Ctob_000453	Chrysochromulina tobinii	342			DNA binding [GO:0003677]	DNA binding [GO:0003677]	GO:0003677	
A0A0M0JXV4	A0A0M0JXV4_9EUKA	unreviewed	Mediator of RNA polymerase II transcription subunit 6 (Mediator complex subunit 6)	MED6 Ctob_002586	Chrysochromulina tobinii	210	regulation of transcription by RNA polymerase II [GO:0006357]	mediator complex [GO:0016592]	mediator complex [GO:0016592]; transcription coregulator activity [GO:0003712]; regulation of transcription by RNA polymerase II [GO:0006357]	transcription coregulator activity [GO:0003712]	GO:0003712; GO:0006357; GO:0016592	
A0A0M0K1A6	A0A0M0K1A6_9EUKA	unreviewed	EF-hand domain-containing protein	Ctob_011017	Chrysochromulina tobinii	727		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]; calcium ion binding [GO:0005509]	calcium ion binding [GO:0005509]	GO:0005509; GO:0016021	
